medico,comentarios,Data,del
natalia belsuzarri,"D
Delisane
Perfil verificado
3 de maio de 2022 • Consulta marcada na doctoralia.com.br
• Local: Consulta online - Telemedicina • Teleconsulta
Excelente profissional, paciente e minuciosa na explicação. Acolhedora, escuta cada detalhe! Recomendo muito!
Solicitar revisão",2022-05-03 00:00:00,0
natalia belsuzarri,"Excelente profissional, paciente e minuciosa na explicação. Acolhedora, escuta cada detalhe! Recomendo muito!",,1
natalia belsuzarri,"V
Vanessa
Perfil verificado
27 de abril de 2022 • Consulta marcada na doctoralia.com.br
• Local: • Consulta Psiquiatra
Excelente profissional! Muito atenciosa e eficaz. Me ajudou muito com a situação que estava enfrentando. Super recomendo
Solicitar revisão",2022-04-27 00:00:00,0
natalia belsuzarri,Excelente profissional! Muito atenciosa e eficaz. Me ajudou muito com a situação que estava enfrentando. Super recomendo,,1
natalia belsuzarri,"J
Jaqueline Souza
Perfil verificado
6 de abril de 2022 • Consulta marcada na doctoralia.com.br
• Local: • Consulta Psiquiatra
Ótimo médica, pontual no atendimento, compreensiva atenciosa passa segurança ao paciente. Estou feliz com meu tratamento.
Solicitar revisão",2022-04-06 00:00:00,0
natalia belsuzarri,"Ótimo médica, pontual no atendimento, compreensiva atenciosa passa segurança ao paciente. Estou feliz com meu tratamento.",,1
natalia belsuzarri,"A
Alexandre Augusto de Siqueira
Perfil verificado
6 de abril de 2022 • Consulta marcada na doctoralia.com.br
• Local: • Consulta Psiquiatra
Foi bom fazer a retrospectiva porque conseguimos observar a evolução. Também a possibilidade de conversar sobre medicação, tratamento e até programar o futuro..
Excelente consulta.
Solicitar revisão",2022-04-06 00:00:00,0
natalia belsuzarri,"Foi bom fazer a retrospectiva porque conseguimos observar a evolução. Também a possibilidade de conversar sobre medicação, tratamento e até programar o futuro..
Excelente consulta.",,1
natalia belsuzarri,"M
Michelle Alvim
Perfil verificado
16 de março de 2022 • Consulta marcada na doctoralia.com.br
• Local: • Consulta Psiquiatra
Excelente profissional atenciosa e atenta aos detalhes.
Super recomendo, me recomendou a fazer terapia e caso sinta alguma coisa meu prontuário está com* para encaixe.
Solicitar revisão",2022-03-16 00:00:00,0
natalia belsuzarri,"Excelente profissional atenciosa e atenta aos detalhes.
Super recomendo, me recomendou a fazer terapia e caso sinta alguma coisa meu prontuário está com* para encaixe.",,1
natalia belsuzarri,"R
Rafaela Rocha
Perfil verificado
11 de março de 2022 • Consulta marcada na doctoralia.com.br
• Local: Consulta online - Telemedicina • Teleconsulta
Bastante atenciosa, me explicou tudo direitinho. Espero que dê certo meu tratamento, pois é um caso crítico.
Solicitar revisão",2022-03-11 00:00:00,0
natalia belsuzarri,"Bastante atenciosa, me explicou tudo direitinho. Espero que dê certo meu tratamento, pois é um caso crítico.",,1
natalia belsuzarri,"N
Nicolas
Perfil verificado
9 de março de 2022
Local: • Consulta Psiquiatra
Excelente profissional. A Dra Natália possui muito conhecimento técnico e é sempre muito atenciosa e pontual nas consultas. Além disso, se mostra sempre preocupada em melhorar a saúde e qualidade de vida do paciente.
Solicitar revisão",2022-03-09 00:00:00,0
natalia belsuzarri,"Excelente profissional. A Dra Natália possui muito conhecimento técnico e é sempre muito atenciosa e pontual nas consultas. Além disso, se mostra sempre preocupada em melhorar a saúde e qualidade de vida do paciente.",,1
natalia belsuzarri,"A
Ana Claudia Thomas da Silva
Perfil verificado
2 de março de 2022
Local: • Consulta Psiquiatra
Ótima profissional, atenciosa e de fácil entendimento de suas palavras. Não tenho o que reclamar, tratamento está dando certo.
Solicitar revisão",2022-03-02 00:00:00,0
natalia belsuzarri,"Ótima profissional, atenciosa e de fácil entendimento de suas palavras. Não tenho o que reclamar, tratamento está dando certo.",,1
natalia belsuzarri,"J
Juliana Andrade
Perfil verificado
2 de fevereiro de 2022 • Consulta marcada na doctoralia.com.br
• Local: • Consulta Psiquiatra
Atenciosa, ponderada, analítica e didática.
Ouviu minhas dúvidas, me orientou e colaborou efetivamente com as minhas escolhas para resolver uma situação complicada. Recomendo!
Solicitar revisão",2022-02-02 00:00:00,0
natalia belsuzarri,"Atenciosa, ponderada, analítica e didática.
Ouviu minhas dúvidas, me orientou e colaborou efetivamente com as minhas escolhas para resolver uma situação complicada. Recomendo!",,1
natalia belsuzarri,"A
Ana Cláudia
Perfil verificado
26 de janeiro de 2022 • Consulta marcada na doctoralia.com.br
• Local: • Consulta Psiquiatra
Gostei muito ! Foi atenciosa e humana !toda informação demonstrava interesse em saber detalhadamente! Consulta durou torno de 35 minutos ! Fiquei bem esperançosa com meu tratamento
Solicitar revisão",,1
natalia belsuzarri,Gostei muito ! Foi atenciosa e humana !toda informação demonstrava interesse em saber detalhadamente! Consulta durou torno de 35 minutos ! Fiquei bem esperançosa com meu tratamento,2035-03-02 00:00:00,0
natalia belsuzarri,"M
Mariana
Perfil verificado
26 de janeiro de 2022 • Consulta marcada na doctoralia.com.br
• Local: • Consulta Psiquiatra
Ótima psiquiatra, super atenciosa, explica bem sobre o tratamento, quais efeitos e o que fazer para melhorar.
Solicitar revisão",2022-01-26 00:00:00,0
natalia belsuzarri,"Ótima psiquiatra, super atenciosa, explica bem sobre o tratamento, quais efeitos e o que fazer para melhorar.",,1
natalia belsuzarri,"N
Natanael dos Santos Rabelo
Perfil verificado
26 de janeiro de 2022 • Consulta marcada na doctoralia.com.br
• Local: • Consulta Psiquiatra
Tem me auxiliado a ter melhorias contínuas em minhas questões pessoais. Recomendo a todos que estão passando por momentos difíceis.
Solicitar revisão",2022-01-26 00:00:00,0
natalia belsuzarri,Tem me auxiliado a ter melhorias contínuas em minhas questões pessoais. Recomendo a todos que estão passando por momentos difíceis.,,1
natalia belsuzarri,"O
Osvaldo diniz
Perfil verificado
26 de janeiro de 2022 • Consulta marcada na doctoralia.com.br
• Local: • Consulta Psiquiatra
Ótima profissional .atenciosa educada . Gostei muito . Está de parabéns .Deus abençoe sempre. Muito simpática .
Solicitar revisão",2022-01-26 00:00:00,0
natalia belsuzarri,Ótima profissional .atenciosa educada . Gostei muito . Está de parabéns .Deus abençoe sempre. Muito simpática .,,1
natalia belsuzarri,"N
Natália de Ávila Pereira Sbrisse
Perfil verificado
24 de dezembro de 2021 • Consulta marcada na doctoralia.com.br
• Local: • Consulta Psiquiatra
A Dra Natália é extremamente atenciosa, preocupada, explica muito bem e dá todo suporte para a família.
Solicitar revisão",2021-12-24 00:00:00,0
natalia belsuzarri,"A Dra Natália é extremamente atenciosa, preocupada, explica muito bem e dá todo suporte para a família.",,1
natalia belsuzarri,"C
Claudio
Perfil verificado
22 de dezembro de 2021 • Consulta marcada na doctoralia.com.br
• Local: • Consulta Psiquiatra
Profissional extremamente dedicada ao bem estar do paciente.
Pontual nos seus horários e sempre disposta a resolução.
Solicitar revisão",2021-12-22 00:00:00,0
natalia belsuzarri,"Profissional extremamente dedicada ao bem estar do paciente.
Pontual nos seus horários e sempre disposta a resolução.",,1
natalia belsuzarri,"J
Jéssica Bettencourt
Perfil verificado
14 de dezembro de 2021 • Consulta marcada na doctoralia.com.br
• Local: Consulta online - Telemedicina • Teleconsulta
A Dra Natalia foi super atenciosa comigo, a consulta foi muito proveitosa e eu me senti super segura.
Solicitar revisão",2021-12-14 00:00:00,0
natalia belsuzarri,"A Dra Natalia foi super atenciosa comigo, a consulta foi muito proveitosa e eu me senti super segura.",,1
natalia belsuzarri,"A
Ana Paula mãe Luigi
Perfil verificado
2 de dezembro de 2021 • Consulta marcada na doctoralia.com.br
• Local: • Consulta Psiquiatra
Natália foi receptiva as minhas dúvidas e iniciamos um tratamento que será acompanhado nos próximos meses
Solicitar revisão",2021-12-02 00:00:00,0
natalia belsuzarri,Natália foi receptiva as minhas dúvidas e iniciamos um tratamento que será acompanhado nos próximos meses,,1
natalia belsuzarri,"S
Soraia Cerqueira cassab
Perfil verificado
25 de novembro de 2021 • Consulta marcada na doctoralia.com.br
• Local: • Consulta Psiquiatra
Dra Natália, muito atenciosa ,vc não sai da consulta sem dúvidas! Simpática e te ajuda da melhor forma possível de acordo com suas condições!!
Solicitar revisão",2021-11-25 00:00:00,0
natalia belsuzarri,"Dra Natália, muito atenciosa ,vc não sai da consulta sem dúvidas! Simpática e te ajuda da melhor forma possível de acordo com suas condições!!",,1
natalia belsuzarri,"S
Sandra Maia
Perfil verificado
21 de novembro de 2021 • Consulta marcada na doctoralia.com.br
• Local: • Consulta Psiquiatra
Excelente profissional, atenciosa, tranquila, paciente e cuidadosa no tratamento com seus pacientes.
Solicitar revisão",2021-11-21 00:00:00,0
natalia belsuzarri,"Excelente profissional, atenciosa, tranquila, paciente e cuidadosa no tratamento com seus pacientes.",,1
natalia belsuzarri,"E
Erica
Perfil verificado
17 de novembro de 2021 • Consulta marcada na doctoralia.com.br
• Local: • Consulta Psiquiatra
Primeira consulta surpreendeu. Muito atenciosa, detalhista. Explicou muito bem como será o tratamento.
Solicitar revisão",2021-11-17 00:00:00,0
natalia belsuzarri,"Primeira consulta surpreendeu. Muito atenciosa, detalhista. Explicou muito bem como será o tratamento.",,1
natalia belsuzarri,"J
Jacquelline Vigano Caetano
Perfil verificado
10 de novembro de 2021 • Consulta marcada na doctoralia.com.br
• Local: • Consulta Psiquiatra
Dra Atenciosa, se preocupa com nosso bem estar, em dar e estudar a medicação correta!a melhor medica que já encontrei, e já passei por várias até achar ela!
Solicitar revisão",2021-11-10 00:00:00,0
natalia belsuzarri,"Dra Atenciosa, se preocupa com nosso bem estar, em dar e estudar a medicação correta!a melhor medica que já encontrei, e já passei por várias até achar ela!",,1
natalia belsuzarri,"B
Brenda I.
Perfil verificado
3 de novembro de 2021 • Consulta marcada na doctoralia.com.br
• Local: • Consulta Psiquiatra
A Dra Natália é incrível! Uma excelente profissional e muito simpática. Sempre sabe como agir nas devidas situações.
Solicitar revisão",2021-11-03 00:00:00,0
natalia belsuzarri,A Dra Natália é incrível! Uma excelente profissional e muito simpática. Sempre sabe como agir nas devidas situações.,,1
natalia belsuzarri,"Y
Yasmim Carvalho
Perfil verificado
22 de setembro de 2021 • Consulta marcada na doctoralia.com.br
• Local: • Consulta Psiquiatra
muito atenciosa, humana, teve paciência ao me explicar pra que servia cada medicação, me deixou tranquila e passou confiança em um momento muito difícil.
Solicitar revisão",2021-09-22 00:00:00,0
natalia belsuzarri,"muito atenciosa, humana, teve paciência ao me explicar pra que servia cada medicação, me deixou tranquila e passou confiança em um momento muito difícil.",,1
natalia belsuzarri,"E
Elaine
Perfil verificado
22 de setembro de 2021 • Consulta marcada na doctoralia.com.br
• Local: • Outro
Excelente profissional, me sinto segura com a opinião da doutora, muito atenciosa, atendimento humanizado
Solicitar revisão",2021-09-22 00:00:00,0
natalia belsuzarri,"Excelente profissional, me sinto segura com a opinião da doutora, muito atenciosa, atendimento humanizado",,1
natalia belsuzarri,"T
Thiago Graciano
Perfil verificado
22 de setembro de 2021 • Consulta marcada na doctoralia.com.br
• Local: • Consulta Psiquiatra
Ótima profissional, ouve o paciente e dá um bom retorno. Atende no horário marcado e tem uma linguagem simples.
Solicitar revisão",2021-09-22 00:00:00,0
natalia belsuzarri,"Ótima profissional, ouve o paciente e dá um bom retorno. Atende no horário marcado e tem uma linguagem simples.",,1
natalia belsuzarri,"A
Ana Carolina Oliveira
Perfil verificado
15 de setembro de 2021 • Consulta marcada na doctoralia.com.br
• Local: • Consulta Psiquiatra
Foi uma experiência ótima! Acredito que o tratamento contínuo com ela deve ser incrível e eu com certeza daria continuidade
Solicitar revisão",2021-09-15 00:00:00,0
natalia belsuzarri,Foi uma experiência ótima! Acredito que o tratamento contínuo com ela deve ser incrível e eu com certeza daria continuidade,,1
natalia belsuzarri,"R
Rosineide Rodrigues Cogubum
Perfil verificado
15 de setembro de 2021 • Consulta marcada na doctoralia.com.br
• Local: • Consulta Psiquiatra
Excelente profissional muito atenciosa , me deixou muito tranquilo durante td a consulta
Com toda ctz continuarei o tratamento .
Solicitar revisão",2021-09-15 00:00:00,0
natalia belsuzarri,"Excelente profissional muito atenciosa , me deixou muito tranquilo durante td a consulta
Com toda ctz continuarei o tratamento .",,1
natalia belsuzarri,"P
Priscila
Perfil verificado
15 de setembro de 2021 • Consulta marcada na doctoralia.com.br
• Local: • Consulta Psiquiatra
Excelente atendimento, explicou com clareza o meu tratamento, super atenciosa, atendimento diferenciado e humanizado.
Solicitar revisão",2021-09-15 00:00:00,0
natalia belsuzarri,"Excelente atendimento, explicou com clareza o meu tratamento, super atenciosa, atendimento diferenciado e humanizado.",,1
natalia belsuzarri,"J
Juliana
Perfil verificado
8 de setembro de 2021 • Consulta marcada na doctoralia.com.br
• Local: • Consulta Psiquiatra
Perfeito o atendimento. Aberta a dialogo e muito preocupada!
É clara com suas informações e esclarecedora.
Solicitar revisão",2021-09-08 00:00:00,0
natalia belsuzarri,"Perfeito o atendimento. Aberta a dialogo e muito preocupada!
É clara com suas informações e esclarecedora.",,1
natalia belsuzarri,"É
Érica Rebelo Alves Schmidt
Perfil verificado
1 de setembro de 2021 • Consulta marcada na doctoralia.com.br
• Local: • Consulta Psiquiatra
Estou gostando muito da dra Natália, ela tem um amor pelas pessoas , enquanto muitos estavam me dopando ,ela está tirando medicavdo e acertando outras . Excelente profissional.
Solicitar revisão",2021-09-01 00:00:00,0
natalia belsuzarri,"Estou gostando muito da dra Natália, ela tem um amor pelas pessoas , enquanto muitos estavam me dopando ,ela está tirando medicavdo e acertando outras . Excelente profissional.",,1
natalia belsuzarri,"D
Drika A.
Perfil verificado
1 de setembro de 2021 • Consulta marcada na doctoralia.com.br
• Local: • Consulta Psiquiatra
A Dra Natalia sempre esteve no horário e explica detalhadamente o tratamento, o que nos tranquiliza em seguir as diretrizes.
Solicitar revisão",2021-09-01 00:00:00,0
natalia belsuzarri,"A Dra Natalia sempre esteve no horário e explica detalhadamente o tratamento, o que nos tranquiliza em seguir as diretrizes.",,1
natalia belsuzarri,"T
Tamiris
Perfil verificado
25 de agosto de 2021 • Consulta marcada na doctoralia.com.br
• Local: • Consulta Psiquiatra
Maravilhosa....escuta tudo ....bem atenciosa .....acolhedora e muito competente....faz com que o pct participe mesmo da consulta....pontual e não teve pressa em me atender....me senti muito a vontade e sai da consulta muito satisfeita.Parabens
Dra. Natalia Belsuzarri
Obrigada Tamiris! Foi um prazer te atender :)
Solicitar revisão",2021-08-25 00:00:00,0
natalia belsuzarri,Maravilhosa....escuta tudo ....bem atenciosa .....acolhedora e muito competente....faz com que o pct participe mesmo da consulta....pontual e não teve pressa em me atender....me senti muito a vontade e sai da consulta muito satisfeita.Parabens,,1
natalia belsuzarri,"B
Bruna Angelica
Perfil verificado
13 de agosto de 2021 • Consulta marcada na doctoralia.com.br
• Local: • Consulta Psiquiatra
Gostei muito da dra. Natalia, humana e competente. Tem uma escuta ativa e compreensiva! Deixa o paciente ter autonomia do seu tratamento e colabora para que o resultado seja bom, para ambos. Com certeza, irei manter meu acompanhamento com ela!!!
Dra. Natalia Belsuzarri
Que otimo Bruna, fico muito feliz! Espero poder te acompanhar
Solicitar revisão",2021-08-13 00:00:00,0
natalia belsuzarri,"Gostei muito da dra. Natalia, humana e competente. Tem uma escuta ativa e compreensiva! Deixa o paciente ter autonomia do seu tratamento e colabora para que o resultado seja bom, para ambos. Com certeza, irei manter meu acompanhamento com ela!!!",,1
natalia belsuzarri,"A
Ana Beatriz de Sousa
Perfil verificado
11 de agosto de 2021 • Consulta marcada na doctoralia.com.br
• Local: • Consulta Psiquiatra
Atenciosa e detalhista, melhor Psiquiatra que passei até hoje.
Foi minha primeira consulta e saí muito satisfeita.
Dra. Natalia Belsuzarri
Obrigada pelos elogios Ana! Espero poder continuar te acompanhando
Solicitar revisão",2021-08-11 00:00:00,0
natalia belsuzarri,"Atenciosa e detalhista, melhor Psiquiatra que passei até hoje.
Foi minha primeira consulta e saí muito satisfeita.",,1
natalia belsuzarri,"M
Maria de Lourdes Teramoto
Perfil verificado
4 de agosto de 2021 • Consulta marcada na doctoralia.com.br
• Local: • Consulta Psiquiatra
Gostei muito do atendimento, médica atenciosa, me fez sentir a vontade durante a consulta.Recomendo a todos que precisem de ajuda mental.
Dra. Natalia Belsuzarri
Obrigada pela recomendação, Maria. Foi um prazer te atender :)
Solicitar revisão",2021-08-04 00:00:00,0
natalia belsuzarri,"Gostei muito do atendimento, médica atenciosa, me fez sentir a vontade durante a consulta.Recomendo a todos que precisem de ajuda mental.",,1
natalia belsuzarri,"A
Anne Faria
Perfil verificado
4 de agosto de 2021 • Consulta marcada na doctoralia.com.br
• Local: • Consulta Psiquiatra
Melhor psiquiatra que já passei.

Ela faz uma anamnese completa para entender o que se passa com você.

Atenciosa, dedicada no que fa.
Ótima profissional.

Já agendei meu retorno.
Dra. Natalia Belsuzarri
Fico muito feliz com seu feedback! Que eu possa continuar te ajudando ;)
Solicitar revisão",2021-08-04 00:00:00,0
natalia belsuzarri,"Melhor psiquiatra que já passei.

Ela faz uma anamnese completa para entender o que se passa com você.

Atenciosa, dedicada no que fa.
Ótima profissional.

Já agendei meu retorno.",,1
natalia belsuzarri,"A
Ana Lúcia Fernandes Sousa
Perfil verificado
22 de julho de 2021 • Consulta marcada na doctoralia.com.br
• Local: • Consulta Psiquiatra
Gostei mt do atendimento da dra, ótima profissional, extramamente atenciosa, me fez um bem enorme a consulta.
Solicitar revisão",2021-07-22 00:00:00,0
natalia belsuzarri,"Gostei mt do atendimento da dra, ótima profissional, extramamente atenciosa, me fez um bem enorme a consulta.",,1
natalia belsuzarri,"A
Alessandro
Perfil verificado
21 de julho de 2021 • Consulta marcada na doctoralia.com.br
• Local: • Consulta Psiquiatra
Ótimo atendimento. Muito educada, atenciosa e pontual. Ela tira todas as dúvidas e se preocupa muito com a melhora do paciente. Recomendo
Solicitar revisão",2021-07-21 00:00:00,0
natalia belsuzarri,"Ótimo atendimento. Muito educada, atenciosa e pontual. Ela tira todas as dúvidas e se preocupa muito com a melhora do paciente. Recomendo",,1
natalia belsuzarri,"J
Joyse
Perfil verificado
14 de julho de 2021 • Consulta marcada na doctoralia.com.br
• Local: • Consulta Psiquiatra
Natália me ouviu e acolheu, trouxe com exatidão seu ponto de vista sobre o melhor tratamento. Anteciosa, dedicada, e muito empática
Solicitar revisão",2021-07-14 00:00:00,0
natalia belsuzarri,"Natália me ouviu e acolheu, trouxe com exatidão seu ponto de vista sobre o melhor tratamento. Anteciosa, dedicada, e muito empática",,1
natalia belsuzarri,"S
Sonia Maria da Silva
Perfil verificado
30 de junho de 2021 • Consulta marcada na doctoralia.com.br
• Local: • Consulta Psiquiatra
Uma médica bem atenciosa, te ouve muito, fiquei bem a vontade com ela.
Me explicou tudo, numa linguagem que se entende.
E, o melhor, não me entupiu de remédios.
Super recomendo
Dra. Natalia Belsuzarri
Muito obrigada Sônia! Espero que possamos continuar juntas nessa caminhada rs
Solicitar revisão",2021-06-30 00:00:00,0
natalia belsuzarri,"Uma médica bem atenciosa, te ouve muito, fiquei bem a vontade com ela.
Me explicou tudo, numa linguagem que se entende.
E, o melhor, não me entupiu de remédios.
Super recomendo",,1
natalia belsuzarri,"T
Tatiana Oliveira
Perfil verificado
30 de junho de 2021 • Consulta marcada na doctoralia.com.br
• Local: • Consulta Psiquiatra
Adorei o atendimento da Dra Natália. Ela é muito atenciosa e detalhista nas explicações. Fiquei muito satisfeita com o atendimento.
Dra. Natalia Belsuzarri
Fico muito feliz com seu relato, Tatiana. Espero continuar te ajudando
Solicitar revisão",2021-06-30 00:00:00,0
natalia belsuzarri,Adorei o atendimento da Dra Natália. Ela é muito atenciosa e detalhista nas explicações. Fiquei muito satisfeita com o atendimento.,,1
natalia belsuzarri,"R
Rodrigo Mansur
Perfil verificado
30 de junho de 2021
Local: • Consulta Psiquiatra
Muito boa consulta com a dra. Indico ela para quem procura um atendimento responsável e personalizado.
Solicitar revisão",2021-06-30 00:00:00,0
natalia belsuzarri,Muito boa consulta com a dra. Indico ela para quem procura um atendimento responsável e personalizado.,,1
natalia belsuzarri,"R
Rodrigo Vinicius Meyer Mansur
Perfil verificado
30 de junho de 2021 • Consulta marcada na doctoralia.com.br
• Local: • Consulta Psiquiatra
Muito boa consulta, a dra é atenciosa e responsável. Indicaria ela para quem quer um atendimento sério e personalizado.
Dra. Natalia Belsuzarri
Obrigada pelo feedback, Rodrigo. Que bom que você gostou. Espero continuar te ajudando !
Solicitar revisão",2021-06-30 00:00:00,0
natalia belsuzarri,"Muito boa consulta, a dra é atenciosa e responsável. Indicaria ela para quem quer um atendimento sério e personalizado.",,1
rita de cassia alves bomfim,"T
Torres
Perfil verificado
28 de fevereiro de 2024 • Consulta marcada na doctoralia.com.br
• Local: Vinci Medical • Primeira consul...mais
Foi minha primeira consulta e me senti super confortável. Ela é gentil e muito profissional.
Solicitar revisão",2024-02-28 00:00:00,0
rita de cassia alves bomfim,Foi minha primeira consulta e me senti super confortável. Ela é gentil e muito profissional.,,1
rita de cassia alves bomfim,"M
Mariana Gomes
Perfil verificado
26 de fevereiro de 2024 • Consulta marcada na doctoralia.com.br
• Local: Vinci Medical • Primeira consul...mais
Fui muito bem acolhida pela Dra. Rita. Muito atenciosa, me escutou muito, fez perguntas e também esclareceu todas as minhas dúvidas.
Solicitar revisão",2024-02-26 00:00:00,0
rita de cassia alves bomfim,"Fui muito bem acolhida pela Dra. Rita. Muito atenciosa, me escutou muito, fez perguntas e também esclareceu todas as minhas dúvidas.",,1
rita de cassia alves bomfim,"I
Isaac Lobo
Perfil verificado
17 de fevereiro de 2024 • Consulta marcada na doctoralia.com.br
• Local: Rita Bomfim - Teleatendimento • Primei...mais
Profissional delicada, com amplo conhecimento e metodologia funcional na busca por entendimento e na resolução da problemática solicitada. Atendimento excelente, muito atenciosa e cuidadosa quantos anos detalhes das informações fornecidas. Recomendo. Ótima consulta!
Solicitar revisão",2024-02-17 00:00:00,0
rita de cassia alves bomfim,"Profissional delicada, com amplo conhecimento e metodologia funcional na busca por entendimento e na resolução da problemática solicitada. Atendimento excelente, muito atenciosa e cuidadosa quantos anos detalhes das informações fornecidas. Recomendo. Ótima consulta!",,1
rita de cassia alves bomfim,"B
Brayan Azevedo
Perfil verificado
16 de fevereiro de 2024 • Consulta marcada na doctoralia.com.br
• Local: Vinci Medical • Primeira consul...mais
Excelente primeira consulta. Sai tranquilo do tratamento correto!
Solicitar revisão",2024-02-16 00:00:00,0
rita de cassia alves bomfim,Excelente primeira consulta. Sai tranquilo do tratamento correto!,,1
rita de cassia alves bomfim,"T
Tatyane C Carvalho Silva
Perfil verificado
8 de fevereiro de 2024 • Consulta marcada na doctoralia.com.br
• Local: Vinci Medical • Primeira consul...mais
Excelente profissional, atenciosa, carismática, calma, pontual, e muito humana com seus pacientes.
Nota 1000.
Solicitar revisão",2024-02-08 10:00:00,0
rita de cassia alves bomfim,"Excelente profissional, atenciosa, carismática, calma, pontual, e muito humana com seus pacientes.
Nota 1000.",1000-03-02 00:00:00,0
rita de cassia alves bomfim,"Y
Yan Stedan
Perfil verificado
31 de janeiro de 2024 • Consulta marcada na doctoralia.com.br
• Local: Vinci Medical • Primeira consul...mais
Dra muito atenciosa, buscou saber as raízes dos meus questionamentos, perguntou sobre vários aspectos da minha vida, e já elaborou algumas estratégias para o meu tratamento, muito grato pela consulta
Solicitar revisão",2024-01-31 00:00:00,0
rita de cassia alves bomfim,"Dra muito atenciosa, buscou saber as raízes dos meus questionamentos, perguntou sobre vários aspectos da minha vida, e já elaborou algumas estratégias para o meu tratamento, muito grato pela consulta",,1
rita de cassia alves bomfim,"D
Diego Andrade
Perfil verificado
30 de janeiro de 2024 • Consulta marcada na doctoralia.com.br
• Local: Rita Bomfim - Teleatendimento • Primei...mais
Perguntas assertivas, me manteve focado nas respostas e teve atenção plena para definição do tratamento inicial. Grato!
Solicitar revisão",2024-01-30 00:00:00,0
rita de cassia alves bomfim,"Perguntas assertivas, me manteve focado nas respostas e teve atenção plena para definição do tratamento inicial. Grato!",,1
rita de cassia alves bomfim,"I
Izabel Lourdes Moreira
Perfil verificado
29 de janeiro de 2024 • Consulta marcada na doctoralia.com.br
• Local: Rita Bomfim - Teleatendimento • Consul...mais
Dra. Rita de Cássia é simplismente maravilhosa, super pontual, se comunica de uma forma clara e carinhosa com o paciente, faz você se sentir acolhido, e ela vem sendo a nossa salvação, é indispensável na minha vida, parabéns Dra por tanta excelência no seu trabalho!
Solicitar revisão",2024-01-29 00:00:00,0
rita de cassia alves bomfim,"Dra. Rita de Cássia é simplismente maravilhosa, super pontual, se comunica de uma forma clara e carinhosa com o paciente, faz você se sentir acolhido, e ela vem sendo a nossa salvação, é indispensável na minha vida, parabéns Dra por tanta excelência no seu trabalho!",,1
rita de cassia alves bomfim,"I
Ingrid
Perfil verificado
24 de janeiro de 2024 • Consulta marcada na doctoralia.com.br
• Local: Vinci Medical • Primeira consul...mais
A Dra. me atendeu pontualmente, com muita atenção e cuidado, explicou detalhadamente sobre os sintomas e as condições.
Solicitar revisão",2024-01-24 00:00:00,0
rita de cassia alves bomfim,"A Dra. me atendeu pontualmente, com muita atenção e cuidado, explicou detalhadamente sobre os sintomas e as condições.",,1
rita de cassia alves bomfim,"L
Lucas
Perfil verificado
6 de janeiro de 2024 • Consulta marcada na doctoralia.com.br
• Local: Vinci Medical • Primeira consul...mais
Gostei demais da consulta com a Dra Rita.
Me senti muito a vontade e fiquei muito seguro de que estou tendo o acompanhamento com uma profissional atualizada e muito competente.
Solicitar revisão",2024-01-06 00:00:00,0
rita de cassia alves bomfim,"Gostei demais da consulta com a Dra Rita.
Me senti muito a vontade e fiquei muito seguro de que estou tendo o acompanhamento com uma profissional atualizada e muito competente.",,1
rita de cassia alves bomfim,"R
Roseane Aparecida Queiroz Domingues de Sousa
Perfil verificado
6 de janeiro de 2024 • Consulta marcada na doctoralia.com.br
• Local: Vinci Medical • Outro
Médica atenciosa desde o primeiro contato via whatsapp. Atendimento tranquilo, sem pressa. Após a consulta continua dando as orientações qdo necessárias. Parabéns Dra e muito obrigada.
Solicitar revisão",2024-01-06 00:00:00,0
rita de cassia alves bomfim,"Médica atenciosa desde o primeiro contato via whatsapp. Atendimento tranquilo, sem pressa. Após a consulta continua dando as orientações qdo necessárias. Parabéns Dra e muito obrigada.",,1
rita de cassia alves bomfim,"D
Danielle
Perfil verificado
5 de janeiro de 2024 • Consulta marcada na doctoralia.com.br
• Local: Vinci Medical • Retorno de consultas Psiquiatria
Dra. Rita é muito atenciosa, pontual, ouve o paciente sem pressa, pede exames para investigar todas as possibilidades, prescreve medicação com cautela. Estou muito feliz de tê-la encontrado.
Solicitar revisão",2024-01-05 00:00:00,0
rita de cassia alves bomfim,"Dra. Rita é muito atenciosa, pontual, ouve o paciente sem pressa, pede exames para investigar todas as possibilidades, prescreve medicação com cautela. Estou muito feliz de tê-la encontrado.",,1
rita de cassia alves bomfim,"A
Angelo Gabriel
Perfil verificado
23 de dezembro de 2023 • Consulta marcada na doctoralia.com.br
• Local: Rita Bomfim - Teleatendimento • Primeira consulta Psiquiatria

Consulta psiquiátrica foi acolhedora e empática, com a profissional explorando minhas preocupações, oferecendo diagnósticos acessíveis e sugestões transparentes de tratamento. Destaque para a ênfase na comunicação aberta, resultando em um plano personalizado e a confiança necessária para seguir em direção à melhoria da saúde mental.
Solicitar revisão",2023-12-23 00:00:00,0
rita de cassia alves bomfim,"Consulta psiquiátrica foi acolhedora e empática, com a profissional explorando minhas preocupações, oferecendo diagnósticos acessíveis e sugestões transparentes de tratamento. Destaque para a ênfase na comunicação aberta, resultando em um plano personalizado e a confiança necessária para seguir em direção à melhoria da saúde mental.",,1
